Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
NER,Mizoram,97,4.0,1.9,2019-11-02
NER,Nagaland,116,4.0,2.1,2019-11-02
NER,Tripura,264,11.0,4.1,2019-11-02
WR,MP,8826,0.0,184.0,2019-11-02
NR,Rajasthan,10192,0.0,205.0,2019-11-02
ER,DVC,2853,0.0,60.7,2019-11-02
WR,Gujarat,13064,0.0,278.5,2019-11-02
NR,Delhi,3251,0.0,64.8,2019-11-02
NR,Chandigarh,183,0.0,3.5,2019-11-02
NR,Haryana,5623,0.0,117.4,2019-11-02
NR,Punjab,5128,0.0,108.5,2019-11-02
WR,Chhattisgarh,3454,0.0,74.1,2019-11-02
NR,UP,14802,0.0,281.4,2019-11-02
NR,Uttarakhand,1650,0.0,33.2,2019-11-02
NR,HP,1439,0.0,26.7,2019-11-02
NR,J&K,2205,551.0,43.9,2019-11-02
NER,Arunachal Pradesh,109,4.0,2.1,2019-11-02
SR,Karnataka,9657,0.0,184.1,2020-11-02
SR,Kerala,3628,0.0,73.2,2020-11-02
SR,Telangana,7427,0.0,153.0,2020-11-02
SR,Andhra Pradesh,9338,0.0,185.3,2020-11-02
WR,AMNSIL,759,0.0,17.0,2020-11-02
WR,DNH,796,0.0,18.1,2020-11-02
WR,DD,336,0.0,7.2,2020-11-02
WR,Goa,479,0.0,10.1,2020-11-02
WR,Maharashtra,19775,0.0,428.0,2020-11-02
WR,MP,13074,0.0,266.3,2020-11-02
WR,Gujarat,16192,0.0,349.4,2020-11-02
WR,Chhattisgarh,3516,0.0,75.5,2020-11-02
NR,Chandigarh,173,0.0,3.0,2020-11-02
NR,J&K(UT) & Ladakh(UT),2534,0.0,46.8,2020-11-02
NR,HP,1530,0.0,29.1,2020-11-02
NR,Uttarakhand,1762,0.0,34.9,2020-11-02
SR,Tamil Nadu,15234,0.0,317.3,2020-11-02
NR,UP,14398,160.0,271.5,2020-11-02
SR,Puducherry,364,0.0,7.8,2020-11-02
ER,DVC,3157,0.0,63.1,2020-11-02
NER,Tripura,266,0.0,4.5,2020-11-02
NER,Nagaland,151,3.0,2.5,2020-11-02
NER,Mizoram,101,2.0,1.5,2020-11-02
NER,Meghalaya,352,0.0,6.1,2020-11-02
NER,Manipur,198,3.0,2.7,2020-11-02
NER,Assam,1720,46.0,28.7,2020-11-02
ER,Bihar,4511,0.0,82.4,2020-11-02
NER,Arunachal Pradesh,119,2.0,2.0,2020-11-02
ER,West Bengal,7569,0.0,146.1,2020-11-02
ER,Odisha,4435,0.0,90.3,2020-11-02
ER,Jharkhand,1322,0.0,27.0,2020-11-02
NR,Punjab,5480,0.0,107.4,2020-11-02
NR,Haryana,5908,0.0,123.0,2020-11-02
NR,Rajasthan,12630,0.0,241.3,2020-11-02
ER,Sikkim,103,0.0,1.4,2020-11-02
NR,Delhi,3364,0.0,63.4,2020-11-02
NR,Haryana,6108,0.0,121.3,2021-11-02
NR,Rajasthan,12280,0.0,231.9,2021-11-02
NR,Delhi,3424,0.0,65.3,2021-11-02
ER,West Bengal,7187,0.0,131.1,2021-11-02
ER,Odisha,5423,0.0,110.5,2021-11-02
SR,Kerala,3462,0.0,71.5,2021-11-02
SR,Karnataka,9066,0.0,174.7,2021-11-02
NR,Punjab,5878,500.0,115.8,2021-11-02
NR,Uttarakhand,1795,0.0,35.0,2021-11-02
NR,UP,14306,0.0,274.5,2021-11-02
NR,J&K(UT) & Ladakh(UT),2507,200.0,47.3,2021-11-02
ER,Sikkim,96,0.0,1.5,2021-11-02
NER,Arunachal Pradesh,131,0.0,2.3,2021-11-02
NER,Assam,1603,0.0,28.2,2021-11-02
NER,Manipur,193,0.0,2.6,2021-11-02
NER,Meghalaya,364,0.0,6.6,2021-11-02
NER,Mizoram,119,0.0,1.6,2021-11-02
NER,Nagaland,137,0.0,2.3,2021-11-02
NER,Tripura,239,0.0,3.8,2021-11-02
ER,Jharkhand,1458,0.0,25.7,2021-11-02
ER,DVC,3095,0.0,65.3,2021-11-02
ER,Bihar,4476,0.0,76.0,2021-11-02
SR,Puducherry,375,0.0,7.3,2021-11-02
NR,HP,1596,0.0,31.4,2021-11-02
SR,Telangana,8312,0.0,167.2,2021-11-02
WR,Chhattisgarh,3666,0.0,81.6,2021-11-02
WR,AMNSIL,820,0.0,17.1,2021-11-02
NR,Chandigarh,172,0.0,3.1,2021-11-02
SR,Tamil Nadu,12927,0.0,266.9,2021-11-02
WR,Gujarat,15996,0.0,347.7,2021-11-02
WR,MP,11317,0.0,229.5,2021-11-02
WR,DNH,836,0.0,19.3,2021-11-02
WR,Maharashtra,24107,0.0,507.0,2021-11-02
WR,Goa,619,0.0,13.9,2021-11-02
WR,DD,337,0.0,7.5,2021-11-02
SR,Andhra Pradesh,7765,0.0,163.6,2021-11-02
SR,Andhra Pradesh,8398,0.0,179.1,2022-11-02
SR,Telangana,9107,0.0,171.6,2022-11-02
SR,Karnataka,9834,0.0,182.3,2022-11-02
SR,Kerala,3666,0.0,76.9,2022-11-02
SR,Tamil Nadu,13670,0.0,284.5,2022-11-02
NR,Punjab,6343,0.0,130.0,2022-11-02
NR,Haryana,6355,0.0,132.1,2022-11-02
NR,Delhi,3721,0.0,72.3,2022-11-02
NR,UP,16191,0.0,302.4,2022-11-02
NR,Uttarakhand,1889,0.0,36.1,2022-11-02
NR,HP,1840,0.0,32.8,2022-11-02
NR,J&K(UT) & Ladakh(UT),2545,0.0,53.2,2022-11-02
NR,Chandigarh,192,0.0,3.5,2022-11-02
WR,Gujarat,17955,0.0,364.4,2022-11-02
WR,MP,12242,0.0,254.4,2022-11-02
WR,Maharashtra,22219,0.0,480.5,2022-11-02
WR,Goa,643,0.0,11.8,2022-11-02
WR,DNHDDPDCL,1145,0.0,26.2,2022-11-02
WR,AMNSIL,728,0.0,15.3,2022-11-02
NR,Rajasthan,14226,0.0,276.6,2022-11-02
WR,Chhattisgarh,4098,0.0,89.9,2022-11-02
NER,Arunachal Pradesh,129,0.0,2.2,2022-11-02
ER,Bihar,4357,351.0,87.8,2022-11-02
NER,Tripura,283,0.0,4.9,2022-11-02
NER,Nagaland,150,0.0,2.3,2022-11-02
NER,Mizoram,121,0.0,1.7,2022-11-02
NER,Meghalaya,364,0.0,6.5,2022-11-02
NER,Manipur,208,0.0,2.7,2022-11-02
SR,Puducherry,371,0.0,8.1,2022-11-02
ER,Sikkim,104,0.0,1.6,2022-11-02
ER,West Bengal,7826,0.0,148.9,2022-11-02
ER,Odisha,5422,0.0,116.7,2022-11-02
ER,Jharkhand,1609,0.0,28.9,2022-11-02
ER,DVC,3202,0.0,67.5,2022-11-02
NER,Assam,1709,0.0,30.5,2022-11-02
SR,Kerala,2916,300.0,55.1,2013-12-02
SR,Tamil Nadu,10198,1087.0,219.8,2013-12-02
SR,Pondy,274,30.0,5.2,2013-12-02
ER,Bihar,1944,400.0,38.1,2013-12-02
ER,DVC,2479,100.0,55.6,2013-12-02
ER,Jharkhand,1007,0.0,20.4,2013-12-02
ER,Sikkim,122,0.0,2.0,2013-12-02
ER,West Bengal,6099,0.0,95.0,2013-12-02
NER,Arunachal Pradesh,113,2.0,1.5,2013-12-02
NER,Assam,1022,102.0,18.2,2013-12-02
NER,Manipur,111,1.0,1.4,2013-12-02
SR,Karnataka,7593,800.0,160.8,2013-12-02
NER,Mizoram,62,2.0,1.2,2013-12-02
ER,Odisha,3164,0.0,60.1,2013-12-02
NER,Meghalaya,283,7.0,3.8,2013-12-02
WR,MP,9758,0.0,196.7,2013-12-02
WR,DNH,637,0.0,14.6,2013-12-02
NR,Punjab,5105,0.0,94.3,2013-12-02
NR,Haryana,5513,0.0,103.6,2013-12-02
NR,Rajasthan,8319,0.0,171.4,2013-12-02
NR,Delhi,3050,11.0,56.5,2013-12-02
NR,UP,8958,1975.0,197.5,2013-12-02
NR,Uttarakhand,1575,75.0,29.7,2013-12-02
NR,HP,1250,0.0,22.9,2013-12-02
NR,J&K,1925,100.0,38.5,2013-12-02
NR,Chandigarh,182,0.0,3.3,2013-12-02
WR,Chhattisgarh,2833,7.0,57.9,2013-12-02
WR,Gujarat,11583,0.0,252.6,2013-12-02
NER,Nagaland,88,4.0,2.1,2013-12-02
WR,Maharashtra,17627,686.0,368.9,2013-12-02
WR,Goa,399,0.0,8.5,2013-12-02
WR,DD,242,0.0,5.7,2013-12-02
WR,Essar steel,371,0.0,8.0,2013-12-02
NER,Tripura,177,11.0,3.3,2013-12-02
SR,Andhra Pradesh,10474,500.0,224.1,2013-12-02
NR,Uttarakhand,1715,0.0,32.4,2014-12-02
WR,DNH,666,0.0,15.3,2014-12-02
WR,DD,269,0.0,5.9,2014-12-02
WR,Goa,415,0.0,7.8,2014-12-02
WR,Maharashtra,18411,202.0,387.1,2014-12-02
WR,MP,9859,0.0,207.3,2014-12-02
WR,Gujarat,12301,4.0,272.1,2014-12-02
WR,Essar steel,444,0.0,8.9,2014-12-02
WR,Chhattisgarh,3080,18.0,63.4,2014-12-02
NR,J&K,1937,342.0,41.8,2014-12-02
NR,HP,1300,0.0,23.9,2014-12-02
NR,UP,9763,1470.0,210.1,2014-12-02
NR,Delhi,2952,0.0,57.6,2014-12-02
NR,Rajasthan,9707,0.0,207.1,2014-12-02
NR,Haryana,5544,86.0,110.4,2014-12-02
NR,Chandigarh,185,0.0,3.4,2014-12-02
NR,Punjab,5672,0.0,104.7,2014-12-02
SR,Andhra Pradesh,5765,53.0,133.6,2014-12-02
SR,Telangana,5957,0.0,122.0,2014-12-02
NER,Meghalaya,323,0.0,5.5,2014-12-02
NER,Manipur,125,9.0,2.2,2014-12-02
NER,Assam,1151,73.0,21.1,2014-12-02
NER,Arunachal Pradesh,109,7.0,1.9,2014-12-02
ER,Sikkim,87,0.0,1.5,2014-12-02
ER,West Bengal,6284,5.0,108.6,2014-12-02
NER,Mizoram,78,4.0,1.2,2014-12-02
ER,Odisha,3398,0.0,64.8,2014-12-02
ER,DVC,2298,120.0,48.4,2014-12-02
ER,Bihar,2402,400.0,48.1,2014-12-02
SR,Pondy,286,15.0,5.5,2014-12-02
SR,Tamil Nadu,11017,856.0,235.0,2014-12-02
SR,Kerala,3226,149.0,58.0,2014-12-02
SR,Karnataka,7821,1000.0,166.8,2014-12-02
ER,Jharkhand,971,0.0,21.2,2014-12-02
NER,Tripura,195,5.0,2.5,2014-12-02
NER,Nagaland,116,6.0,2.1,2014-12-02
NER,Nagaland,102,3.0,1.8,2015-12-02
WR,DNH,689,0.0,15.7,2015-12-02
WR,DD,263,0.0,5.4,2015-12-02
WR,Goa,412,0.0,8.9,2015-12-02
NER,Tripura,230,1.0,3.3,2015-12-02
WR,MP,9929,0.0,212.8,2015-12-02
WR,Gujarat,12282,0.0,266.0,2015-12-02
WR,Essar steel,313,0.0,5.8,2015-12-02
WR,Chhattisgarh,3139,136.0,66.9,2015-12-02
NR,J&K,1891,473.0,39.8,2015-12-02
NR,HP,1364,0.0,25.1,2015-12-02
NR,Uttarakhand,1742,0.0,33.1,2015-12-02
NR,UP,10151,590.0,200.1,2015-12-02
NR,Delhi,3148,2.0,58.7,2015-12-02
NR,Rajasthan,9742,0.0,206.2,2015-12-02
NR,Chandigarh,185,0.0,3.4,2015-12-02
SR,Andhra Pradesh,5200,0.0,114.4,2015-12-02
WR,Maharashtra,19536,18.0,413.1,2015-12-02
SR,Karnataka,7266,1000.0,154.0,2015-12-02
NER,Mizoram,84,1.0,1.2,2015-12-02
NER,Meghalaya,302,3.0,5.4,2015-12-02
NER,Manipur,151,1.0,2.5,2015-12-02
NER,Assam,1298,19.0,21.4,2015-12-02
NR,Punjab,4977,0.0,94.1,2015-12-02
NER,Arunachal Pradesh,108,1.0,1.8,2015-12-02
ER,Sikkim,94,0.0,1.4,2015-12-02
ER,West Bengal,6383,0.0,121.7,2015-12-02
ER,Odisha,3853,0.0,72.8,2015-12-02
ER,Jharkhand,1020,0.0,21.5,2015-12-02
SR,Telangana,5578,0.0,128.9,2015-12-02
NR,Haryana,5921,0.0,114.7,2015-12-02
SR,Kerala,3349,0.0,62.8,2015-12-02
SR,Tamil Nadu,9233,0.0,185.7,2015-12-02
SR,Pondy,245,0.0,4.8,2015-12-02
ER,Bihar,3266,0.0,63.1,2015-12-02
ER,DVC,2440,0.0,56.9,2015-12-02
NR,J&K,1777,444.0,38.2,2016-12-02
NR,Punjab,5458,0.0,100.3,2016-12-02
NR,HP,1339,0.0,23.9,2016-12-02
NR,Haryana,5979,216.0,108.8,2016-12-02
NR,Delhi,3175,0.0,58.3,2016-12-02
NR,UP,12026,65.0,241.5,2016-12-02
WR,MP,10522,0.0,213.9,2016-12-02
WR,Gujarat,13103,0.0,273.8,2016-12-02
WR,Chhattisgarh,3066,0.0,64.9,2016-12-02
NR,Uttarakhand,1711,75.0,30.4,2016-12-02
NR,Rajasthan,9361,0.0,196.6,2016-12-02
NR,Chandigarh,182,0.0,3.3,2016-12-02
WR,Maharashtra,19555,22.0,415.5,2016-12-02
NER,Mizoram,91,1.0,1.3,2016-12-02
WR,Goa,427,0.0,8.4,2016-12-02
NER,Tripura,212,0.0,2.5,2016-12-02
NER,Nagaland,108,1.0,1.5,2016-12-02
NER,Meghalaya,276,0.0,4.1,2016-12-02
NER,Manipur,154,4.0,2.4,2016-12-02
NER,Assam,1372,18.0,22.5,2016-12-02
NER,Arunachal Pradesh,103,2.0,1.9,2016-12-02
ER,West Bengal,6707,0.0,103.3,2016-12-02
ER,Odisha,3758,0.0,66.4,2016-12-02
ER,Jharkhand,1105,0.0,22.2,2016-12-02
ER,Sikkim,93,0.0,1.6,2016-12-02
ER,Bihar,3466,0.0,60.9,2016-12-02
WR,DD,270,0.0,6.0,2016-12-02
WR,DNH,653,0.0,14.2,2016-12-02
ER,DVC,2497,0.0,58.7,2016-12-02
SR,Andhra Pradesh,6577,0.0,141.6,2016-12-02
SR,Telangana,7012,0.0,140.8,2016-12-02
WR,Essar steel,455,0.0,9.5,2016-12-02
SR,Kerala,3304,0.0,60.6,2016-12-02
SR,Tamil Nadu,11643,0.0,248.7,2016-12-02
SR,Pondy,290,0.0,5.7,2016-12-02
SR,Karnataka,9207,0.0,190.3,2016-12-02
WR,Gujarat,14706,0.0,314.6,2017-12-02
WR,Essar steel,497,0.0,10.3,2017-12-02
WR,MP,12007,0.0,236.0,2017-12-02
WR,Maharashtra,20127,0.0,412.1,2017-12-02
WR,Goa,419,0.0,9.4,2017-12-02
WR,DD,315,0.0,7.0,2017-12-02
WR,DNH,734,0.0,16.8,2017-12-02
SR,Andhra Pradesh,7122,0.0,148.7,2017-12-02
NER,Assam,1395,21.0,22.2,2017-12-02
ER,Odisha,3716,0.0,66.4,2017-12-02
ER,Jharkhand,1030,0.0,22.7,2017-12-02
ER,DVC,2972,0.0,66.9,2017-12-02
ER,Bihar,3582,0.0,59.5,2017-12-02
SR,Pondy,303,0.0,6.0,2017-12-02
SR,Tamil Nadu,11892,0.0,232.8,2017-12-02
WR,Chhattisgarh,3216,0.0,67.9,2017-12-02
SR,Telangana,7246,0.0,146.8,2017-12-02
NR,Chandigarh,187,0.0,3.2,2017-12-02
SR,Karnataka,8967,0.0,183.2,2017-12-02
NR,HP,1460,0.0,26.2,2017-12-02
NER,Tripura,216,3.0,3.2,2017-12-02
NER,Nagaland,107,6.0,2.0,2017-12-02
NER,Mizoram,88,4.0,1.3,2017-12-02
NER,Meghalaya,314,0.0,5.8,2017-12-02
NER,Manipur,170,8.0,2.5,2017-12-02
SR,Kerala,3155,0.0,59.7,2017-12-02
NR,J&K,2014,503.0,42.8,2017-12-02
NER,Arunachal Pradesh,112,4.0,2.3,2017-12-02
ER,West Bengal,5913,0.0,93.6,2017-12-02
NR,Punjab,5250,0.0,103.5,2017-12-02
NR,Haryana,5999,0.0,117.6,2017-12-02
NR,Rajasthan,10481,0.0,201.7,2017-12-02
NR,Delhi,3369,0.0,58.3,2017-12-02
NR,UP,11686,180.0,277.4,2017-12-02
NR,Uttarakhand,1831,0.0,33.9,2017-12-02
ER,Sikkim,101,0.0,1.5,2017-12-02
NR,Haryana,5682,0.0,116.1,2018-12-02
NR,Punjab,5651,0.0,123.3,2018-12-02
NER,Manipur,168,6.0,2.7,2018-12-02
ER,Sikkim,88,0.0,1.2,2018-12-02
WR,Chhattisgarh,3519,0.0,76.0,2018-12-02
WR,Gujarat,14461,0.0,311.8,2018-12-02
WR,MP,13280,0.0,257.1,2018-12-02
WR,Maharashtra,20502,0.0,414.7,2018-12-02
WR,Goa,484,0.0,9.6,2018-12-02
WR,DD,261,0.0,6.0,2018-12-02
WR,DNH,675,0.0,15.8,2018-12-02
WR,Essar steel,516,0.0,10.5,2018-12-02
SR,Andhra Pradesh,7846,0.0,169.3,2018-12-02
NER,Tripura,215,2.0,3.6,2018-12-02
NER,Nagaland,129,7.0,2.2,2018-12-02
NR,Chandigarh,174,0.0,2.9,2018-12-02
NER,Mizoram,86,2.0,1.6,2018-12-02
NER,Assam,1341,24.0,22.7,2018-12-02
NER,Arunachal Pradesh,111,3.0,2.2,2018-12-02
ER,West Bengal,5817,0.0,100.7,2018-12-02
ER,Odisha,4208,0.0,81.6,2018-12-02
SR,Telangana,7495,0.0,160.6,2018-12-02
ER,Jharkhand,1195,0.0,25.1,2018-12-02
SR,Karnataka,10088,0.0,195.6,2018-12-02
SR,Kerala,3338,0.0,64.7,2018-12-02
SR,Tamil Nadu,11636,0.0,248.9,2018-12-02
SR,Pondy,276,0.0,5.8,2018-12-02
ER,Bihar,4029,0.0,68.4,2018-12-02
NER,Meghalaya,340,4.0,6.4,2018-12-02
NR,J&K,2039,510.0,41.4,2018-12-02
ER,DVC,2848,0.0,59.9,2018-12-02
NR,Uttarakhand,1713,0.0,32.7,2018-12-02
NR,HP,1356,0.0,25.3,2018-12-02
NR,UP,12685,0.0,249.9,2018-12-02
NR,Rajasthan,11479,0.0,225.6,2018-12-02
NR,Delhi,3311,0.0,56.8,2018-12-02
NR,UP,13507,0.0,240.5,2019-12-02
NR,Uttarakhand,1751,0.0,33.0,2019-12-02
NR,HP,1625,0.0,28.3,2019-12-02
NR,Rajasthan,11469,0.0,210.4,2019-12-02
SR,Kerala,3409,0.0,70.0,2019-12-02
NR,Haryana,5791,0.0,109.1,2019-12-02
ER,West Bengal,6265,0.0,108.5,2019-12-02
ER,Odisha,4508,0.0,85.4,2019-12-02
NR,Punjab,5216,0.0,100.2,2019-12-02
ER,DVC,2954,0.0,58.0,2019-12-02
ER,Bihar,3965,0.0,65.3,2019-12-02
SR,Pondy,356,0.0,6.4,2019-12-02
SR,Tamil Nadu,11671,0.0,230.6,2019-12-02
NR,Delhi,3420,0.0,60.8,2019-12-02
SR,Karnataka,8967,0.0,167.4,2019-12-02
ER,Jharkhand,1128,0.0,23.7,2019-12-02
SR,Andhra Pradesh,7195,0.0,151.6,2019-12-02
NR,J&K,2305,576.0,44.3,2019-12-02
SR,Telangana,7933,0.0,157.3,2019-12-02
WR,Chhattisgarh,3414,0.0,71.7,2019-12-02
WR,Gujarat,15753,0.0,330.3,2019-12-02
WR,MP,13088,0.0,248.2,2019-12-02
ER,Sikkim,103,0.0,1.5,2019-12-02
WR,Maharashtra,21226,0.0,437.4,2019-12-02
WR,Goa,541,0.0,12.4,2019-12-02
WR,DD,317,0.0,6.8,2019-12-02
NR,Chandigarh,208,0.0,3.4,2019-12-02
NER,Arunachal Pradesh,115,1.0,2.3,2019-12-02
WR,DNH,787,0.0,18.2,2019-12-02
WR,Essar steel,376,0.0,5.8,2019-12-02
NER,Tripura,220,0.0,2.6,2019-12-02
NER,Nagaland,118,2.0,2.2,2019-12-02
NER,Meghalaya,351,0.0,6.0,2019-12-02
NER,Manipur,200,0.0,2.4,2019-12-02
NER,Assam,1342,23.0,23.4,2019-12-02
NER,Mizoram,98,1.0,1.6,2019-12-02
WR,DNH,786,0.0,18.2,2020-12-02
NR,Punjab,6531,0.0,127.4,2020-12-02
NR,Haryana,6919,0.0,133.3,2020-12-02
NR,Rajasthan,13054,0.0,242.6,2020-12-02
NR,Delhi,3633,0.0,63.3,2020-12-02
NR,UP,14584,0.0,259.7,2020-12-02
NR,Uttarakhand,1909,0.0,36.8,2020-12-02
NR,HP,1636,0.0,30.1,2020-12-02
NR,Chandigarh,201,0.0,3.3,2020-12-02
WR,Chhattisgarh,3441,0.0,75.0,2020-12-02
WR,Gujarat,15865,0.0,345.7,2020-12-02
WR,Maharashtra,22915,0.0,473.0,2020-12-02
WR,Goa,481,0.0,10.0,2020-12-02
WR,DD,338,0.0,7.4,2020-12-02
SR,Telangana,7514,0.0,148.7,2020-12-02
NR,J&K(UT) & Ladakh(UT),2663,581.0,51.8,2020-12-02
WR,MP,14386,0.0,282.6,2020-12-02
SR,Andhra Pradesh,7123,0.0,147.2,2020-12-02
SR,Kerala,3524,0.0,72.6,2020-12-02
WR,AMNSIL,782,0.0,17.2,2020-12-02
NER,Tripura,216,5.0,3.7,2020-12-02
NER,Nagaland,130,1.0,2.1,2020-12-02
NER,Mizoram,102,0.0,1.6,2020-12-02
NER,Meghalaya,363,1.0,6.2,2020-12-02
NER,Manipur,224,3.0,2.9,2020-12-02
NER,Assam,1438,16.0,24.2,2020-12-02
SR,Karnataka,10626,0.0,197.1,2020-12-02
NER,Arunachal Pradesh,132,2.0,2.2,2020-12-02
ER,West Bengal,5959,0.0,111.8,2020-12-02
ER,Odisha,3793,0.0,71.5,2020-12-02
ER,Jharkhand,1323,0.0,24.0,2020-12-02
ER,DVC,3010,0.0,61.8,2020-12-02
ER,Bihar,4091,0.0,72.4,2020-12-02
SR,Puducherry,332,0.0,6.6,2020-12-02
SR,Tamil Nadu,12758,0.0,263.3,2020-12-02
ER,Sikkim,111,0.0,1.6,2020-12-02
NER,Tripura,220,0.0,3.6,2021-12-02
NR,Uttarakhand,1961,0.0,36.6,2021-12-02
NER,Nagaland,142,0.0,2.3,2021-12-02
WR,DNH,810,0.0,18.5,2021-12-02
WR,DD,314,0.0,7.0,2021-12-02
WR,Goa,579,0.0,11.9,2021-12-02
WR,Maharashtra,20181,0.0,421.3,2021-12-02
WR,MP,11967,0.0,241.7,2021-12-02
WR,Chhattisgarh,3470,0.0,73.0,2021-12-02
WR,AMNSIL,745,0.0,16.0,2021-12-02
NR,Chandigarh,203,0.0,3.4,2021-12-02
NR,HP,1728,0.0,32.6,2021-12-02
NR,UP,15344,0.0,274.5,2021-12-02
NR,Delhi,3673,0.0,63.3,2021-12-02
NR,Rajasthan,12969,110.0,244.8,2021-12-02
NR,Haryana,6652,0.0,125.8,2021-12-02
NR,Punjab,6014,0.0,122.1,2021-12-02
NR,J&K(UT) & Ladakh(UT),2723,300.0,55.9,2021-12-02
SR,Andhra Pradesh,7247,0.0,147.8,2021-12-02
WR,Gujarat,15580,0.0,313.6,2021-12-02
SR,Karnataka,8234,0.0,155.3,2021-12-02
SR,Telangana,8056,0.0,158.4,2021-12-02
NER,Meghalaya,386,0.0,6.9,2021-12-02
NER,Manipur,229,0.0,3.0,2021-12-02
NER,Assam,1502,0.0,24.6,2021-12-02
NER,Arunachal Pradesh,136,0.0,2.3,2021-12-02
ER,Sikkim,104,0.0,1.7,2021-12-02
ER,West Bengal,6472,0.0,114.9,2021-12-02
NER,Mizoram,122,0.0,1.8,2021-12-02
ER,Jharkhand,1366,0.0,27.3,2021-12-02
ER,DVC,3022,0.0,62.0,2021-12-02
ER,Bihar,4287,0.0,75.0,2021-12-02
SR,Puducherry,342,0.0,6.7,2021-12-02
SR,Tamil Nadu,13337,0.0,265.8,2021-12-02
SR,Kerala,3685,0.0,73.8,2021-12-02
ER,Odisha,4448,0.0,85.4,2021-12-02
WR,AMNSIL,776,0.0,17.5,2022-12-02
WR,DNHDDPDCL,1180,0.0,26.6,2022-12-02
WR,Goa,641,0.0,13.4,2022-12-02
WR,Maharashtra,25457,0.0,531.4,2022-12-02
WR,MP,16166,0.0,310.4,2022-12-02
WR,Gujarat,19122,0.0,391.1,2022-12-02
WR,Chhattisgarh,4094,0.0,88.0,2022-12-02
NR,HP,1942,0.0,33.0,2022-12-02
NR,J&K(UT) & Ladakh(UT),2615,210.0,57.3,2022-12-02
NR,Uttarakhand,1981,70.0,37.7,2022-12-02
NR,UP,15098,0.0,294.3,2022-12-02
NR,Delhi,3820,0.0,67.2,2022-12-02
NR,Rajasthan,15654,0.0,302.1,2022-12-02
SR,Andhra Pradesh,9792,0.0,190.8,2022-12-02
NR,Chandigarh,207,0.0,3.4,2022-12-02
SR,Telangana,10377,0.0,180.3,2022-12-02
NER,Tripura,248,0.0,3.9,2022-12-02
SR,Kerala,3835,0.0,78.4,2022-12-02
NR,Punjab,6770,0.0,135.3,2022-12-02
NER,Nagaland,158,0.0,2.3,2022-12-02
NER,Mizoram,125,0.0,1.8,2022-12-02
NER,Meghalaya,367,0.0,6.8,2022-12-02
NER,Manipur,216,0.0,2.8,2022-12-02
NER,Assam,1553,0.0,26.1,2022-12-02
NER,Arunachal Pradesh,140,0.0,2.3,2022-12-02
ER,Sikkim,115,0.0,1.8,2022-12-02
ER,West Bengal,6625,0.0,117.5,2022-12-02
ER,Odisha,4815,0.0,94.1,2022-12-02
ER,Jharkhand,1508,0.0,26.3,2022-12-02
ER,DVC,3242,0.0,67.7,2022-12-02
ER,Bihar,4396,0.0,77.5,2022-12-02
SR,Puducherry,382,0.0,8.6,2022-12-02
SR,Tamil Nadu,14938,0.0,312.2,2022-12-02
SR,Karnataka,12561,0.0,222.2,2022-12-02
NR,Haryana,7249,0.0,133.9,2022-12-02
SR,Pondy,291,0.0,5.7,2015-01-03
SR,Andhra Pradesh,6044,50.0,135.8,2015-01-03
SR,Telangana,6085,0.0,125.2,2015-01-03
SR,Karnataka,8353,400.0,175.0,2015-01-03
SR,Kerala,3144,125.0,58.0,2015-01-03
SR,Tamil Nadu,10842,1361.0,243.8,2015-01-03
WR,Essar steel,282,0.0,5.9,2015-01-03
ER,Bihar,2490,200.0,49.3,2015-01-03
NER,Mizoram,76,3.0,1.2,2015-01-03
ER,Jharkhand,1027,0.0,20.5,2015-01-03
ER,Odisha,3361,0.0,61.9,2015-01-03
ER,West Bengal,5593,13.0,98.0,2015-01-03
ER,Sikkim,126,0.0,1.6,2015-01-03
NER,Nagaland,114,4.0,2.3,2015-01-03
NER,Arunachal Pradesh,108,6.0,1.8,2015-01-03
NER,Meghalaya,261,1.0,5.4,2015-01-03
WR,DNH,653,0.0,15.1,2015-01-03
ER,DVC,2283,0.0,51.6,2015-01-03
WR,DD,243,0.0,5.4,2015-01-03
NER,Assam,1204,63.0,21.9,2015-01-03
WR,Maharashtra,16217,61.0,332.3,2015-01-03
NER,Tripura,204,0.0,2.9,2015-01-03
NER,Manipur,126,7.0,2.4,2015-01-03
NR,Punjab,4794,0.0,89.6,2015-01-03
NR,Haryana,6294,0.0,112.5,2015-01-03
NR,Rajasthan,10004,0.0,208.0,2015-01-03
WR,Goa,399,0.0,7.6,2015-01-03
NR,UP,10256,2765.0,223.8,2015-01-03
NR,Delhi,3895,0.0,64.6,2015-01-03
NR,HP,1310,0.0,25.6,2015-01-03
NR,J&K,1915,338.0,42.3,2015-01-03
NR,Chandigarh,210,0.0,3.9,2015-01-03
WR,Chhattisgarh,2797,19.0,57.2,2015-01-03
WR,Gujarat,11767,0.0,253.1,2015-01-03
WR,MP,6292,0.0,124.5,2015-01-03
NR,Uttarakhand,1705,38.0,33.1,2015-01-03
NR,Punjab,4418,0.0,88.7,2016-01-03
NR,Haryana,6157,0.0,111.9,2016-01-03
NR,Rajasthan,10272,0.0,219.5,2016-01-03
ER,Sikkim,126,0.0,1.2,2016-01-03
NER,Tripura,203,1.0,4.4,2016-01-03
NR,Delhi,3445,0.0,60.2,2016-01-03
NR,UP,10378,825.0,236.5,2016-01-03
