Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
ER,Bihar,3037,0.0,60.4,2016-11-26
SR,Pondy,305,0.0,6.3,2016-11-26
ER,DVC,2463,0.0,56.1,2016-11-26
SR,Kerala,3405,0.0,65.0,2016-11-26
SR,Karnataka,9242,0.0,197.6,2016-11-26
SR,Telangana,6635,0.0,136.6,2016-11-26
SR,Andhra Pradesh,7218,0.0,153.1,2016-11-26
WR,Essar steel,375,0.0,7.4,2016-11-26
SR,Tamil Nadu,13472,0.0,290.8,2016-11-26
WR,DD,285,0.0,6.6,2017-11-26
WR,Chhattisgarh,3111,0.0,67.0,2017-11-26
WR,Goa,377,0.0,8.1,2017-11-26
WR,Maharashtra,19904,0.0,409.1,2017-11-26
WR,MP,9022,0.0,229.5,2017-11-26
WR,Gujarat,13856,0.0,294.2,2017-11-26
NR,Chandigarh,219,0.0,3.0,2017-11-26
NR,Haryana,5829,81.0,111.0,2017-11-26
NR,HP,1372,0.0,24.9,2017-11-26
NR,Uttarakhand,1700,0.0,31.2,2017-11-26
NR,UP,12265,0.0,262.3,2017-11-26
NR,Delhi,3362,0.0,56.8,2017-11-26
NR,Rajasthan,10646,0.0,201.4,2017-11-26
NR,Punjab,4684,0.0,95.2,2017-11-26
WR,Essar steel,455,0.0,9.6,2017-11-26
NR,J&K,2080,520.0,42.8,2017-11-26
SR,Andhra Pradesh,7654,0.0,159.7,2017-11-26
WR,DNH,727,0.0,17.0,2017-11-26
SR,Karnataka,8601,0.0,185.6,2017-11-26
NER,Tripura,209,1.0,3.2,2017-11-26
NER,Nagaland,95,7.0,1.9,2017-11-26
NER,Mizoram,80,9.0,1.4,2017-11-26
NER,Meghalaya,315,0.0,5.9,2017-11-26
NER,Manipur,152,8.0,2.3,2017-11-26
NER,Assam,1363,26.0,21.9,2017-11-26
NER,Arunachal Pradesh,114,7.0,2.2,2017-11-26
ER,Sikkim,99,0.0,1.3,2017-11-26
SR,Telangana,6495,0.0,140.1,2017-11-26
ER,Odisha,3770,0.0,66.2,2017-11-26
ER,Jharkhand,1099,0.0,23.5,2017-11-26
ER,DVC,3049,0.0,65.3,2017-11-26
ER,Bihar,3601,0.0,60.0,2017-11-26
SR,Pondy,293,0.0,6.2,2017-11-26
SR,Tamil Nadu,12079,0.0,264.4,2017-11-26
SR,Kerala,3121,0.0,62.1,2017-11-26
ER,West Bengal,5815,0.0,96.0,2017-11-26
WR,Essar steel,550,0.0,11.7,2018-11-26
SR,Andhra Pradesh,7753,0.0,167.2,2018-11-26
SR,Telangana,7828,0.0,169.3,2018-11-26
SR,Karnataka,10426,0.0,199.5,2018-11-26
SR,Pondy,336,0.0,6.3,2018-11-26
SR,Tamil Nadu,12882,0.0,259.7,2018-11-26
WR,DNH,704,0.0,16.1,2018-11-26
ER,Bihar,4121,0.0,69.6,2018-11-26
ER,DVC,2797,100.0,60.3,2018-11-26
SR,Kerala,3665,0.0,71.8,2018-11-26
WR,DD,311,0.0,6.7,2018-11-26
WR,Gujarat,15457,0.0,334.2,2018-11-26
WR,Maharashtra,21438,0.0,445.6,2018-11-26
WR,MP,13390,0.0,265.9,2018-11-26
WR,Chhattisgarh,3552,0.0,75.7,2018-11-26
NR,Chandigarh,183,0.0,3.2,2018-11-26
NR,J&K,2188,547.0,46.6,2018-11-26
NR,HP,1548,9.0,27.1,2018-11-26
ER,Jharkhand,1216,0.0,25.0,2018-11-26
NR,UP,12117,100.0,257.2,2018-11-26
NR,Delhi,3318,0.0,60.9,2018-11-26
NR,Rajasthan,11648,0.0,230.5,2018-11-26
WR,Goa,501,0.0,10.3,2018-11-26
NR,Uttarakhand,1851,0.0,34.9,2018-11-26
NR,Punjab,5815,0.0,123.3,2018-11-26
ER,West Bengal,6094,0.0,106.7,2018-11-26
NR,Haryana,6256,0.0,116.3,2018-11-26
NER,Tripura,221,3.0,3.5,2018-11-26
NER,Nagaland,132,2.0,2.1,2018-11-26
NER,Mizoram,85,1.0,1.5,2018-11-26
NER,Meghalaya,332,0.0,6.1,2018-11-26
NER,Manipur,170,2.0,2.4,2018-11-26
NER,Assam,1393,12.0,23.0,2018-11-26
NER,Arunachal Pradesh,112,2.0,2.2,2018-11-26
ER,Sikkim,96,0.0,1.7,2018-11-26
ER,Odisha,4583,0.0,84.6,2018-11-26
NR,Chandigarh,195,0.0,3.4,2019-11-26
NR,J&K,2186,547.0,44.2,2019-11-26
NR,HP,1566,0.0,28.4,2019-11-26
NR,Uttarakhand,1735,0.0,34.1,2019-11-26
WR,Essar steel,342,0.0,6.5,2019-11-26
NR,Delhi,3374,0.0,63.5,2019-11-26
NR,Rajasthan,11863,0.0,214.5,2019-11-26
NR,Haryana,5671,0.0,114.2,2019-11-26
WR,Chhattisgarh,3444,0.0,72.8,2019-11-26
NR,UP,14101,0.0,258.2,2019-11-26
WR,Gujarat,15992,0.0,339.2,2019-11-26
WR,MP,13114,0.0,250.9,2019-11-26
WR,Maharashtra,21075,0.0,442.3,2019-11-26
WR,DD,324,0.0,7.3,2019-11-26
SR,Telangana,8590,0.0,180.8,2019-11-26
SR,Karnataka,10081,0.0,182.1,2019-11-26
SR,Kerala,3643,0.0,73.0,2019-11-26
SR,Tamil Nadu,13256,0.0,280.8,2019-11-26
SR,Pondy,354,0.0,7.0,2019-11-26
ER,Bihar,4029,0.0,68.3,2019-11-26
ER,DVC,3114,0.0,59.8,2019-11-26
NR,Punjab,5202,0.0,100.3,2019-11-26
WR,DNH,788,0.0,18.5,2019-11-26
ER,Odisha,3797,0.0,74.4,2019-11-26
ER,Sikkim,97,0.0,1.6,2019-11-26
NER,Arunachal Pradesh,119,3.0,2.1,2019-11-26
NER,Assam,1389,27.0,22.7,2019-11-26
NER,Manipur,159,1.0,2.4,2019-11-26
NER,Meghalaya,324,0.0,5.7,2019-11-26
NER,Mizoram,104,3.0,1.7,2019-11-26
NER,Nagaland,118,2.0,2.1,2019-11-26
NER,Tripura,257,9.0,3.4,2019-11-26
WR,Goa,541,0.0,12.3,2019-11-26
ER,West Bengal,6470,0.0,110.8,2019-11-26
SR,Andhra Pradesh,8257,0.0,169.5,2019-11-26
ER,Jharkhand,1247,0.0,24.7,2019-11-26
ER,DVC,3010,0.0,62.7,2020-11-26
NR,Rajasthan,11641,0.0,224.5,2020-11-26
WR,Maharashtra,22585,0.0,458.0,2020-11-26
NR,UP,13919,0.0,243.6,2020-11-26
NR,Uttarakhand,1933,0.0,37.1,2020-11-26
NR,HP,1646,0.0,30.6,2020-11-26
NR,J&K(UT) & Ladakh(UT),2659,0.0,51.4,2020-11-26
NR,Chandigarh,176,0.0,3.0,2020-11-26
WR,Chhattisgarh,3320,0.0,73.0,2020-11-26
WR,Gujarat,15716,0.0,334.6,2020-11-26
NR,Haryana,6045,0.0,117.1,2020-11-26
ER,Jharkhand,1388,0.0,25.4,2020-11-26
SR,Tamil Nadu,10961,0.0,208.4,2020-11-26
SR,Kerala,3308,0.0,67.3,2020-11-26
SR,Karnataka,10255,0.0,186.1,2020-11-26
SR,Telangana,7043,0.0,138.4,2020-11-26
SR,Andhra Pradesh,5826,0.0,122.4,2020-11-26
WR,AMNSIL,776,0.0,17.7,2020-11-26
WR,DNH,802,0.0,18.5,2020-11-26
WR,DD,338,0.0,7.5,2020-11-26
WR,Goa,483,0.0,10.0,2020-11-26
SR,Puducherry,253,0.0,2.3,2020-11-26
NR,Punjab,5722,0.0,110.1,2020-11-26
NR,Delhi,3470,0.0,61.8,2020-11-26
WR,MP,14300,0.0,275.3,2020-11-26
NER,Tripura,212,1.0,3.4,2020-11-26
NER,Nagaland,126,2.0,2.1,2020-11-26
NER,Mizoram,103,1.0,1.6,2020-11-26
NER,Meghalaya,356,0.0,6.4,2020-11-26
NER,Manipur,228,2.0,3.0,2020-11-26
ER,Bihar,4374,0.0,74.0,2020-11-26
NER,Arunachal Pradesh,121,1.0,2.1,2020-11-26
ER,Sikkim,104,0.0,1.6,2020-11-26
ER,West Bengal,5869,0.0,106.5,2020-11-26
ER,Odisha,3575,0.0,67.5,2020-11-26
NER,Assam,1431,3.0,23.6,2020-11-26
NR,Punjab,6131,550.0,119.5,2021-11-26
WR,Gujarat,16544,0.0,355.9,2021-11-26
WR,Chhattisgarh,3592,0.0,77.7,2021-11-26
NR,Chandigarh,193,0.0,3.2,2021-11-26
NR,J&K(UT) & Ladakh(UT),2688,200.0,57.7,2021-11-26
NR,HP,1819,15.0,32.4,2021-11-26
NR,Uttarakhand,1967,0.0,37.1,2021-11-26
NR,Delhi,3756,0.0,64.0,2021-11-26
NR,Rajasthan,13782,0.0,249.8,2021-11-26
NR,Haryana,6674,0.0,126.1,2021-11-26
WR,MP,14109,0.0,286.5,2021-11-26
NER,Tripura,219,0.0,3.6,2021-11-26
WR,Goa,620,0.0,12.7,2021-11-26
SR,Tamil Nadu,12757,0.0,259.1,2021-11-26
SR,Puducherry,351,0.0,6.9,2021-11-26
ER,Bihar,4181,0.0,71.7,2021-11-26
WR,Maharashtra,22741,0.0,498.5,2021-11-26
ER,DVC,3143,0.0,65.6,2021-11-26
ER,Jharkhand,1458,114.0,26.8,2021-11-26
ER,Odisha,5155,0.0,105.4,2021-11-26
ER,West Bengal,6538,0.0,118.3,2021-11-26
ER,Sikkim,119,0.0,1.9,2021-11-26
NER,Arunachal Pradesh,129,0.0,2.4,2021-11-26
NER,Assam,1515,0.0,25.0,2021-11-26
NER,Manipur,219,0.0,3.0,2021-11-26
NER,Meghalaya,376,0.0,7.0,2021-11-26
NER,Mizoram,119,0.0,1.6,2021-11-26
NER,Nagaland,135,0.0,2.6,2021-11-26
SR,Kerala,3614,0.0,71.3,2021-11-26
SR,Karnataka,8109,0.0,151.0,2021-11-26
NR,UP,15835,0.0,287.4,2021-11-26
SR,Andhra Pradesh,7598,0.0,155.9,2021-11-26
WR,AMNSIL,822,0.0,18.1,2021-11-26
WR,DD,338,0.0,7.6,2021-11-26
WR,DNH,837,0.0,19.5,2021-11-26
SR,Telangana,7702,0.0,153.7,2021-11-26
ER,DVC,3346,0.0,69.8,2022-11-26
NR,UP,15810,0.0,300.4,2022-11-26
NR,Delhi,3525,0.0,63.1,2022-11-26
NR,Rajasthan,15786,0.0,301.3,2022-11-26
NR,Haryana,6965,0.0,134.7,2022-11-26
NR,Punjab,7084,0.0,136.3,2022-11-26
NER,Mizoram,127,0.0,1.9,2022-11-26
NER,Manipur,213,0.0,2.9,2022-11-26
NER,Assam,1543,0.0,26.4,2022-11-26
NER,Arunachal Pradesh,131,0.0,2.2,2022-11-26
ER,Sikkim,108,0.0,1.7,2022-11-26
ER,West Bengal,6525,0.0,120.2,2022-11-26
ER,Odisha,5380,0.0,103.9,2022-11-26
ER,Jharkhand,1484,0.0,27.6,2022-11-26
NER,Meghalaya,388,0.0,7.0,2022-11-26
NR,Uttarakhand,2018,0.0,37.2,2022-11-26
NR,Chandigarh,190,0.0,3.3,2022-11-26
NER,Nagaland,162,0.0,2.2,2022-11-26
NER,Tripura,230,0.0,4.4,2022-11-26
ER,Bihar,4395,0.0,78.6,2022-11-26
SR,Puducherry,399,0.0,8.9,2022-11-26
SR,Tamil Nadu,15070,0.0,312.0,2022-11-26
SR,Kerala,3855,0.0,76.9,2022-11-26
SR,Karnataka,11233,0.0,204.4,2022-11-26
NR,HP,1898,0.0,33.6,2022-11-26
SR,Andhra Pradesh,8790,0.0,184.2,2022-11-26
WR,DNHDDPDCL,1189,0.0,27.3,2022-11-26
WR,Goa,652,0.0,12.2,2022-11-26
WR,Maharashtra,25860,0.0,539.7,2022-11-26
WR,MP,15531,0.0,308.3,2022-11-26
WR,Gujarat,19447,0.0,395.0,2022-11-26
WR,Chhattisgarh,3992,0.0,85.7,2022-11-26
WR,AMNSIL,825,0.0,17.7,2022-11-26
SR,Telangana,9357,0.0,170.8,2022-11-26
NR,J&K(UT) & Ladakh(UT),2544,0.0,55.7,2022-11-26
NR,Haryana,5452,0.0,105.7,2013-12-26
SR,Tamil Nadu,11112,995.0,237.0,2013-12-26
SR,Pondy,302,0.0,5.9,2013-12-26
ER,Bihar,1716,450.0,35.3,2013-12-26
ER,Jharkhand,1043,0.0,21.5,2013-12-26
ER,Odisha,3244,300.0,62.9,2013-12-26
ER,West Bengal,5936,0.0,97.5,2013-12-26
SR,Kerala,3195,150.0,56.4,2013-12-26
ER,Sikkim,112,0.0,1.5,2013-12-26
NER,Assam,1010,159.0,17.9,2013-12-26
NR,Punjab,4813,0.0,88.8,2013-12-26
NER,Meghalaya,271,3.0,4.7,2013-12-26
NER,Mizoram,65,4.0,1.1,2013-12-26
NER,Nagaland,100,1.0,1.7,2013-12-26
NER,Tripura,156,35.0,3.3,2013-12-26
NER,Arunachal Pradesh,121,4.0,1.8,2013-12-26
SR,Karnataka,8311,300.0,176.6,2013-12-26
NER,Manipur,120,5.0,2.1,2013-12-26
WR,Essar steel,276,0.0,5.8,2013-12-26
SR,Andhra Pradesh,11192,0.0,255.5,2013-12-26
NR,Rajasthan,9268,0.0,194.4,2013-12-26
NR,Delhi,3492,4.0,62.6,2013-12-26
NR,UP,9257,1905.0,208.1,2013-12-26
NR,Uttarakhand,1689,130.0,32.0,2013-12-26
NR,HP,1344,0.0,25.1,2013-12-26
NR,J&K,1894,100.0,39.5,2013-12-26
ER,DVC,2573,100.0,51.9,2013-12-26
WR,Chhattisgarh,2919,8.0,63.3,2013-12-26
WR,Gujarat,11316,0.0,241.8,2013-12-26
WR,MP,9623,9.0,199.0,2013-12-26
WR,Maharashtra,17208,238.0,365.9,2013-12-26
WR,Goa,404,0.0,7.7,2013-12-26
WR,DD,249,0.0,5.9,2013-12-26
NR,Chandigarh,211,0.0,3.6,2013-12-26
WR,DNH,642,1.0,14.9,2013-12-26
NR,HP,1397,20.0,26.1,2014-12-26
NR,J&K,1959,346.0,41.6,2014-12-26
NR,Chandigarh,252,0.0,4.3,2014-12-26
WR,MP,9716,0.0,192.2,2014-12-26
WR,Gujarat,12152,81.0,259.0,2014-12-26
NR,Uttarakhand,1863,45.0,34.4,2014-12-26
WR,Maharashtra,18000,58.0,366.2,2014-12-26
WR,Goa,402,0.0,7.6,2014-12-26
WR,Chhattisgarh,3150,183.0,69.5,2014-12-26
NR,UP,9747,3835.0,235.0,2014-12-26
NR,Punjab,5373,0.0,96.1,2014-12-26
NR,Rajasthan,9652,0.0,203.7,2014-12-26
NR,Haryana,5687,614.0,119.3,2014-12-26
WR,Essar steel,367,0.0,7.2,2014-12-26
SR,Andhra Pradesh,5770,300.0,129.3,2014-12-26
SR,Telangana,6162,0.0,130.5,2014-12-26
SR,Karnataka,8804,400.0,175.6,2014-12-26
SR,Tamil Nadu,10886,1947.0,236.3,2014-12-26
SR,Pondy,291,0.0,5.5,2014-12-26
ER,Bihar,2619,300.0,53.7,2014-12-26
ER,DVC,2300,0.0,52.0,2014-12-26
NR,Delhi,4161,0.0,75.1,2014-12-26
SR,Kerala,3217,125.0,59.2,2014-12-26
WR,DNH,649,0.0,15.0,2014-12-26
WR,DD,265,0.0,5.8,2014-12-26
NER,Tripura,155,46.0,2.6,2014-12-26
NER,Nagaland,109,4.0,2.2,2014-12-26
NER,Meghalaya,367,0.0,5.5,2014-12-26
NER,Manipur,127,7.0,2.0,2014-12-26
NER,Assam,1066,192.0,19.6,2014-12-26
NER,Mizoram,79,2.0,1.2,2014-12-26
ER,Sikkim,98,0.0,1.6,2014-12-26
ER,West Bengal,6259,10.0,107.0,2014-12-26
ER,Odisha,3460,100.0,62.7,2014-12-26
ER,Jharkhand,1067,0.0,22.9,2014-12-26
NER,Arunachal Pradesh,113,4.0,1.8,2014-12-26
NER,Tripura,213,2.0,3.1,2015-12-26
NER,Assam,1288,43.0,21.4,2015-12-26
NER,Manipur,156,2.0,2.6,2015-12-26
NER,Meghalaya,336,1.0,5.4,2015-12-26
NER,Mizoram,90,2.0,1.4,2015-12-26
NER,Nagaland,116,3.0,2.0,2015-12-26
WR,Gujarat,12357,0.0,260.9,2015-12-26
NR,Uttarakhand,1913,0.0,36.1,2015-12-26
NR,Haryana,6316,0.0,117.1,2015-12-26
NR,Rajasthan,10346,0.0,224.3,2015-12-26
NR,Delhi,3559,2.0,62.9,2015-12-26
NR,UP,11259,1740.0,245.9,2015-12-26
NR,J&K,2173,543.0,46.4,2015-12-26
WR,Chhattisgarh,3451,96.0,70.2,2015-12-26
NR,Chandigarh,206,0.0,3.6,2015-12-26
NR,Punjab,5313,0.0,98.6,2015-12-26
ER,Sikkim,98,0.0,1.5,2015-12-26
NER,Arunachal Pradesh,108,6.0,1.9,2015-12-26
ER,Odisha,3662,0.0,66.6,2015-12-26
WR,MP,10592,0.0,216.6,2015-12-26
WR,Maharashtra,16904,16.0,351.4,2015-12-26
WR,Goa,412,0.0,7.9,2015-12-26
WR,DD,285,0.0,6.2,2015-12-26
WR,DNH,667,0.0,15.6,2015-12-26
WR,Essar steel,356,0.0,6.9,2015-12-26
SR,Andhra Pradesh,6060,0.0,126.2,2015-12-26
SR,Telangana,5909,0.0,125.8,2015-12-26
SR,Karnataka,8096,1000.0,171.7,2015-12-26
ER,West Bengal,5945,0.0,115.8,2015-12-26
NR,HP,1478,0.0,27.7,2015-12-26
ER,Jharkhand,1038,0.0,23.1,2015-12-26
ER,DVC,2330,0.0,56.8,2015-12-26
ER,Bihar,3332,0.0,64.5,2015-12-26
SR,Pondy,303,0.0,6.1,2015-12-26
SR,Tamil Nadu,12483,0.0,255.8,2015-12-26
SR,Kerala,3186,0.0,57.8,2015-12-26
NR,J&K,1732,433.0,37.0,2016-12-26
NR,Rajasthan,9537,0.0,203.2,2016-12-26
NR,Delhi,3508,0.0,59.9,2016-12-26
WR,DNH,706,0.0,15.8,2016-12-26
WR,DD,283,0.0,6.2,2016-12-26
WR,Goa,430,0.0,8.8,2016-12-26
NR,UP,12556,0.0,271.7,2016-12-26
WR,Maharashtra,20252,0.0,403.3,2016-12-26
WR,MP,11580,0.0,220.9,2016-12-26
NR,Uttarakhand,1770,0.0,32.3,2016-12-26
WR,Chhattisgarh,3181,0.0,69.5,2016-12-26
NR,Chandigarh,208,0.0,3.5,2016-12-26
NR,HP,1352,3.0,24.6,2016-12-26
WR,Gujarat,12898,0.0,272.2,2016-12-26
NER,Manipur,137,2.0,2.5,2016-12-26
SR,Andhra Pradesh,6670,0.0,144.1,2016-12-26
NER,Tripura,210,0.0,4.2,2016-12-26
NER,Nagaland,104,5.0,1.9,2016-12-26
NER,Mizoram,78,1.0,1.3,2016-12-26
NER,Meghalaya,246,0.0,4.0,2016-12-26
NR,Punjab,5275,0.0,97.6,2016-12-26
NER,Assam,1293,67.0,20.2,2016-12-26
NER,Arunachal Pradesh,130,2.0,2.1,2016-12-26
ER,Sikkim,96,0.0,1.7,2016-12-26
WR,Essar steel,443,0.0,9.2,2016-12-26
ER,West Bengal,6384,0.0,100.1,2016-12-26
ER,Jharkhand,1133,0.0,22.0,2016-12-26
ER,DVC,2684,0.0,61.6,2016-12-26
ER,Bihar,3495,0.0,58.8,2016-12-26
SR,Pondy,302,0.0,6.6,2016-12-26
SR,Tamil Nadu,13070,0.0,275.2,2016-12-26
SR,Kerala,3394,0.0,63.4,2016-12-26
SR,Karnataka,9210,0.0,194.0,2016-12-26
SR,Telangana,7765,0.0,150.7,2016-12-26
ER,Odisha,3913,0.0,67.8,2016-12-26
NR,Haryana,6151,0.0,113.8,2016-12-26
NER,Nagaland,125,3.0,2.1,2017-12-26
NR,Haryana,6898,0.0,125.2,2017-12-26
WR,Chhattisgarh,3357,0.0,74.9,2017-12-26
ER,Bihar,3920,0.0,67.1,2017-12-26
NER,Mizoram,90,7.0,1.7,2017-12-26
NER,Tripura,223,0.0,3.3,2017-12-26
NER,Meghalaya,316,0.0,5.5,2017-12-26
NER,Manipur,175,4.0,2.7,2017-12-26
NER,Assam,1418,2.0,23.1,2017-12-26
NER,Arunachal Pradesh,118,2.0,2.3,2017-12-26
ER,Sikkim,106,0.0,1.7,2017-12-26
ER,West Bengal,5758,0.0,93.0,2017-12-26
ER,Odisha,3788,0.0,69.1,2017-12-26
ER,Jharkhand,1019,50.0,22.4,2017-12-26
NR,Chandigarh,208,0.0,3.4,2017-12-26
ER,DVC,2851,0.0,68.2,2017-12-26
WR,MP,12254,0.0,231.2,2017-12-26
WR,Maharashtra,20428,0.0,413.1,2017-12-26
WR,Goa,421,0.0,8.6,2017-12-26
WR,DD,322,0.0,7.0,2017-12-26
WR,DNH,748,0.0,17.2,2017-12-26
WR,Essar steel,467,0.0,9.5,2017-12-26
SR,Andhra Pradesh,8076,0.0,159.4,2017-12-26
SR,Telangana,8350,0.0,164.4,2017-12-26
SR,Karnataka,9590,0.0,200.7,2017-12-26
SR,Kerala,3480,0.0,65.6,2017-12-26
SR,Tamil Nadu,13676,0.0,288.4,2017-12-26
SR,Pondy,330,0.0,6.5,2017-12-26
WR,Gujarat,14662,0.0,308.5,2017-12-26
NR,J&K,2234,558.0,46.0,2017-12-26
NR,Punjab,5976,0.0,109.1,2017-12-26
NR,Uttarakhand,2003,0.0,36.0,2017-12-26
NR,UP,14188,0.0,291.8,2017-12-26
NR,Delhi,3791,0.0,64.5,2017-12-26
NR,Rajasthan,10944,428.0,217.4,2017-12-26
NR,HP,1500,0.0,27.3,2017-12-26
NR,Rajasthan,12919,0.0,240.5,2018-12-26
NR,Haryana,6682,0.0,130.3,2018-12-26
NR,Punjab,6312,0.0,123.2,2018-12-26
ER,Bihar,4127,0.0,73.3,2018-12-26
ER,DVC,3096,0.0,69.7,2018-12-26
ER,Jharkhand,1194,0.0,24.9,2018-12-26
ER,Odisha,3731,0.0,70.6,2018-12-26
NER,Arunachal Pradesh,109,2.0,2.2,2018-12-26
ER,Sikkim,97,0.0,1.4,2018-12-26
NER,Assam,1378,32.0,23.6,2018-12-26
NER,Manipur,179,2.0,2.5,2018-12-26
NER,Meghalaya,352,0.0,6.6,2018-12-26
NER,Mizoram,84,3.0,1.7,2018-12-26
NER,Nagaland,108,1.0,2.1,2018-12-26
NER,Tripura,221,0.0,3.4,2018-12-26
ER,West Bengal,6332,0.0,112.6,2018-12-26
NR,Delhi,3900,0.0,64.6,2018-12-26
NR,Uttarakhand,2083,0.0,39.4,2018-12-26
SR,Pondy,359,0.0,6.9,2018-12-26
WR,MP,13752,0.0,260.1,2018-12-26
WR,Gujarat,14937,0.0,318.7,2018-12-26
NR,Chandigarh,225,0.0,3.7,2018-12-26
NR,J&K,2453,613.0,48.2,2018-12-26
NR,HP,1671,11.0,30.9,2018-12-26
WR,Maharashtra,20993,0.0,415.7,2018-12-26
NR,UP,14480,0.0,289.1,2018-12-26
WR,Goa,462,0.0,9.7,2018-12-26
WR,DNH,754,0.0,17.5,2018-12-26
WR,Essar steel,519,0.0,10.5,2018-12-26
SR,Andhra Pradesh,7865,0.0,165.0,2018-12-26
SR,Telangana,8634,0.0,184.0,2018-12-26
SR,Karnataka,11217,0.0,214.4,2018-12-26
SR,Kerala,3680,0.0,71.1,2018-12-26
SR,Tamil Nadu,14106,0.0,290.6,2018-12-26
WR,DD,323,0.0,7.2,2018-12-26
WR,Chhattisgarh,3435,0.0,73.7,2018-12-26
WR,Chhattisgarh,3351,0.0,74.5,2019-12-26
NR,Chandigarh,280,0.0,4.9,2019-12-26
NER,Manipur,213,1.0,2.6,2019-12-26
SR,Telangana,11182,0.0,222.7,2019-12-26
SR,Karnataka,12803,0.0,207.2,2019-12-26
SR,Kerala,3624,0.0,72.7,2019-12-26
SR,Tamil Nadu,13414,0.0,272.4,2019-12-26
SR,Pondy,373,0.0,6.8,2019-12-26
ER,Bihar,4550,0.0,75.2,2019-12-26
ER,DVC,3127,0.0,63.1,2019-12-26
ER,Jharkhand,1273,0.0,24.0,2019-12-26
ER,Odisha,3578,0.0,65.3,2019-12-26
NER,Tripura,223,0.0,3.8,2019-12-26
NER,Nagaland,128,2.0,2.3,2019-12-26
NER,Mizoram,101,2.0,1.9,2019-12-26
NER,Meghalaya,354,0.0,6.3,2019-12-26
ER,West Bengal,6067,0.0,109.6,2019-12-26
NER,Assam,1370,33.0,22.4,2019-12-26
SR,Andhra Pradesh,9118,0.0,168.2,2019-12-26
WR,Essar steel,327,0.0,6.1,2019-12-26
WR,DNH,816,0.0,18.9,2019-12-26
WR,DD,325,0.0,7.4,2019-12-26
NR,J&K(UT) and Ladakh(UT),2497,624.0,52.4,2019-12-26
NR,HP,1644,0.0,30.6,2019-12-26
NR,Uttarakhand,2136,0.0,42.2,2019-12-26
NR,UP,16375,0.0,293.2,2019-12-26
NR,Delhi,4740,0.0,79.2,2019-12-26
NR,Rajasthan,12635,0.0,232.7,2019-12-26
NR,Haryana,6901,0.0,134.5,2019-12-26
NER,Arunachal Pradesh,123,2.0,2.2,2019-12-26
NR,Punjab,6171,0.0,123.3,2019-12-26
WR,Gujarat,15467,0.0,324.4,2019-12-26
WR,MP,13466,0.0,242.8,2019-12-26
WR,Maharashtra,21149,0.0,427.8,2019-12-26
WR,Goa,605,0.0,13.1,2019-12-26
ER,Sikkim,138,0.0,2.2,2019-12-26
NER,Nagaland,143,2.0,2.2,2020-12-26
NER,Mizoram,118,1.0,1.6,2020-12-26
NER,Meghalaya,381,0.0,7.1,2020-12-26
NER,Tripura,217,1.0,3.5,2020-12-26
NR,Chandigarh,229,0.0,3.7,2020-12-26
NER,Manipur,239,2.0,3.1,2020-12-26
NR,J&K(UT) & Ladakh(UT),3122,550.0,56.4,2020-12-26
NR,HP,1844,0.0,33.9,2020-12-26
NR,Uttarakhand,2220,0.0,41.3,2020-12-26
NR,UP,17628,0.0,314.9,2020-12-26
NR,Delhi,4042,0.0,67.4,2020-12-26
NR,Rajasthan,13839,0.0,263.4,2020-12-26
NR,Haryana,6592,0.0,135.7,2020-12-26
NR,Punjab,6499,0.0,125.6,2020-12-26
WR,MP,15248,0.0,298.3,2020-12-26
WR,Maharashtra,23031,0.0,459.3,2020-12-26
WR,Goa,498,0.0,9.9,2020-12-26
WR,DD,336,0.0,7.5,2020-12-26
WR,DNH,791,0.0,18.4,2020-12-26
WR,Chhattisgarh,4069,133.0,87.0,2020-12-26
WR,AMNSIL,852,0.0,18.3,2020-12-26
SR,Telangana,10390,0.0,194.9,2020-12-26
SR,Karnataka,11682,0.0,212.0,2020-12-26
SR,Kerala,3514,0.0,69.5,2020-12-26
SR,Tamil Nadu,13946,0.0,281.7,2020-12-26
SR,Puducherry,338,0.0,6.8,2020-12-26
ER,Bihar,4807,0.0,85.6,2020-12-26
ER,DVC,3077,0.0,65.1,2020-12-26
ER,Jharkhand,1502,0.0,27.4,2020-12-26
ER,Odisha,3851,0.0,69.1,2020-12-26
ER,West Bengal,6100,0.0,112.3,2020-12-26
ER,Sikkim,130,0.0,2.2,2020-12-26
NER,Arunachal Pradesh,130,1.0,2.3,2020-12-26
NER,Assam,1426,6.0,23.5,2020-12-26
SR,Andhra Pradesh,8638,0.0,164.0,2020-12-26
WR,Gujarat,16759,0.0,345.0,2020-12-26
NR,Chandigarh,213,0.0,3.7,2021-12-26
NER,Arunachal Pradesh,141,0.0,2.3,2021-12-26
ER,Jharkhand,1498,0.0,29.1,2021-12-26
ER,Bihar,4764,0.0,81.7,2021-12-26
SR,Puducherry,300,0.0,6.2,2021-12-26
SR,Tamil Nadu,12523,0.0,263.1,2021-12-26
SR,Kerala,3255,0.0,64.7,2021-12-26
SR,Karnataka,10311,0.0,187.1,2021-12-26
SR,Telangana,9747,0.0,185.5,2021-12-26
SR,Andhra Pradesh,9004,0.0,167.8,2021-12-26
WR,AMNSIL,814,0.0,17.9,2021-12-26
WR,DNH,811,0.0,18.9,2021-12-26
WR,DD,304,0.0,7.0,2021-12-26
WR,Goa,519,0.0,10.6,2021-12-26
